0.006526,7	0.002615,3	0.005566,1	0.002139,20	0.010562,4	0.003769,1	0.000602,1	0.002728,4	0.043880,5	0.008472,6	0.057975,1	0.007960,0	0.018013,8	0.021676,1	0.000639,0	0.000712,17	0.033329,1	0.010309,4	0.002487,2	0.000615,1	0.020965,1	0.003891,2	0.006864,2	0.017912,2	0.003706,3	0.001480,3	0.007793,0	0.008197,4	0.001794,5	0.008065,1	0.013806,10	0.003997,4	0.016890,1	0.007709,23	0.007933,3	0.000078,1
0.008701,4	0.014145,7	0.019179,8	0.001603,4	0.006929,2	0.004231,0	0.000103,6	0.005172,2	0.000338,1	0.012140,2	0.003047,1	0.001988,3
0.002263,7	0.001013,8	0.000055,4	0.000771,5	0.024190,2	0.003699,5	0.011748,1	0.001982,1	0.012201,6	0.000527,4	0.007106,5
0.003640,2	0.003772,3	0.001921,4	0.000914,1	0.000586,4	0.028217,1	0.005532,2	0.002595,2	0.010556,2	0.007043,2	0.000867,8	0.010463,3	0.005482,14	0.004024,3	0.016370,1	0.005581,2	0.015468,2	0.003318,2	0.025326,8	0.009530,4	0.000728,1	0.014150,1	0.007316,1	0.027200,2	0.010515,2
0.000999,2	0.015494,14	0.006139,9	0.002117,7	0.018570,10	0.000914,2	0.014945,5	0.010804,4	0.001192,7	0.013802,0	0.004458,2	0.000843,14	0.007233,2	0.008771,6	0.002706,7	0.012731,2	0.021490,3	0.015229,1	0.000157,1	0.001760,5	0.007249,3	0.008901,4	0.004972,2	0.000215,1	0.011190,4	0.002335,6	0.015964,3	0.004683,6	0.002454,1	0.003919,4
0.009507,8	0.006479,2	0.001152,1	0.014901,0	0.001386,3	0.007860,2	0.011660,2	0.026432,1	0.005508,4	0.001252,2	0.018833,1	0.003479,1	0.003268,2	0.003184,2	0.002219,4
0.005554,4	0.018411,3	0.016994,2	0.010831,7	0.007410,4	0.009355,1	0.004305,1	0.006201,7	0.001659,8	0.001118,1	0.035104,7	0.010371,1	0.004579,6	0.002148,3	0.019081,1	0.000139,7	0.005605,7	0.013026,2	0.011708,2	0.001450,1	0.011541,3	0.006311,7	0.005173,5	0.001339,1	0.010960,8	0.003826,3	0.007316,3	0.011850,2	0.018329,6	0.000615,1	0.011854,1	0.011680,13	0.007920,0	0.001090,1	0.003726,4	0.000984,1	0.005384,2	0.017061,2	0.000567,6	0.002989,5	0.007225,4	0.012980,5	0.005279,5	0.008383,7	0.035886,6	0.009458,1	0.002479,7	0.005674,8	0.038683,2	0.006232,0
0.005357,0	0.006112,1	0.027625,5	0.006998,5	0.021981,3	0.001116,2	0.008244,3	0.014893,5	0.072172,6	0.004929,5	0.000060,1	0.004836,2	0.021425,4	0.006155,4	0.007485,2	0.001678,1	0.002941,4	0.014003,4	0.004640,2	0.011728,2	0.001171,15	0.006540,1	0.001662,11	0.003695,1	0.030576,1	0.003641,3	0.010851,18	0.008649,7	0.000716,5	0.020563,5	0.024814,4
0.001291,1	0.058635,1	0.012227,6	0.000172,9	0.007757,2	0.001739,1	0.011188,2	0.037633,4	0.004185,1	0.007662,3	0.005450,0	0.020889,1	0.009245,1	0.003314,6	0.017114,2	0.007768,3	0.011676,8	0.013521,9	0.003872,5	0.002165,4	0.000006,3	0.005546,1	0.007843,3	0.005972,7	0.009203,2	0.002867,4	0.024053,11	0.008081,20	0.028325,11	0.004585,20	0.004622,0
0.014172,1	0.001263,5	0.003063,1	0.008424,2	0.005627,2	0.011023,6	0.001647,7	0.004499,4	0.005758,3
